N,P,K,pH,Temp(°C),Humidity(%),Moisture(%),Rainfall(cm),Crop,,,,,,,,,,,,,,,
168,41,56,6,28,62.2,66,104,Pointed Gourd,,,,,,,,,,,,,,,
155,45,27,6,32,57.4,79,73,Pointed Gourd,,,,,,,,,,,,,,,
256,40,34,6.3,26,64.1,74,72,Pointed Gourd,,,,,,,,,,,,,,,
326,34,40,5.9,35,56.5,74,79,Pointed Gourd,,,,,,,,,,,,,,,
175,34,49,6.1,34,63.7,78,60,Pointed Gourd,,,,,,,,,,,,,,,
153,48,31,5.9,25,62.7,77,63,Pointed Gourd,,,,,,,,,,,,,,,
248,49,46,6.3,27,56.2,71,63,Pointed Gourd,,,,,,,,,,,,,,,
313,49,60,6.1,35,56.4,79,112,Pointed Gourd,,,,,,,,,,,,,,,
166,55,77,5.9,29,57.6,63,92,Pointed Gourd,,,,,,,,,,,,,,,
150,46,28,6,25,59.5,68,88,Pointed Gourd,,,,,,,,,,,,,,,
241,43,37,6.1,33,58.2,79,120,Pointed Gourd,,,,,,,,,,,,,,,
301,39,45,6,31,63.5,69,88,Pointed Gourd,,,,,,,,,,,,,,,
164,41,56,6.3,35,55.3,71,68,Pointed Gourd,,,,,,,,,,,,,,,
153,47,29,6,32,56.5,61,91,Pointed Gourd,,,,,,,,,,,,,,,
248,46,38,6.1,30,57.6,64,105,Pointed Gourd,,,,,,,,,,,,,,,
313,44,47,6.2,29,58.9,77,83,Pointed Gourd,,,,,,,,,,,,,,,
149,48,59,6.2,34,63.6,71,55,Pointed Gourd,,,,,,,,,,,,,,,
155,45,27,6.3,34,60.9,71,61,Pointed Gourd,,,,,,,,,,,,,,,
256,40,34,5.9,29,56.9,69,77,Pointed Gourd,,,,,,,,,,,,,,,
326,34,40,6,26,58.3,67,59,Pointed Gourd,,,,,,,,,,,,,,,
159,34,49,6.2,29,56.3,75,107,Pointed Gourd,,,,,,,,,,,,,,,
153,48,31,6,30,56.4,80,67,Pointed Gourd,,,,,,,,,,,,,,,
248,49,46,6,33,61.6,62,76,Pointed Gourd,,,,,,,,,,,,,,,
313,49,60,6.1,33,58.3,70,52,Pointed Gourd,,,,,,,,,,,,,,,
150,55,77,6,33,59,73,94,Pointed Gourd,,,,,,,,,,,,,,,
150,50,28,6.1,29,61.4,74,86,Pointed Gourd,,,,,,,,,,,,,,,
240,42,36,6.3,28,63.5,78,116,Pointed Gourd,,,,,,,,,,,,,,,
300,41,44,6.3,29,58.7,60,75,Pointed Gourd,,,,,,,,,,,,,,,
167,40,55,6.2,32,64.5,64,104,Pointed Gourd,,,,,,,,,,,,,,,
153,47,29,6,29,58,62,120,Pointed Gourd,,,,,,,,,,,,,,,
248,45,38,6.3,25,62.5,62,117,Pointed Gourd,,,,,,,,,,,,,,,
313,43,47,5.9,27,59.8,79,95,Pointed Gourd,,,,,,,,,,,,,,,
160,47,59,6,28,63.3,64,82,Pointed Gourd,,,,,,,,,,,,,,,
155,45,27,6.3,33,62.3,75,57,Pointed Gourd,,,,,,,,,,,,,,,
255,39,33,6.2,29,59.4,72,53,Pointed Gourd,,,,,,,,,,,,,,,
325,33,39,6.3,26,58.9,78,86,Pointed Gourd,,,,,,,,,,,,,,,
166,33,48,6.2,32,63.6,76,85,Pointed Gourd,,,,,,,,,,,,,,,
153,48,31,6.1,25,64.1,77,112,Pointed Gourd,,,,,,,,,,,,,,,
248,48,45,6.1,30,62.4,74,89,Pointed Gourd,,,,,,,,,,,,,,,
313,48,59,6,33,62.6,67,57,Pointed Gourd,,,,,,,,,,,,,,,
168,54,76,6.1,26,64.1,66,53,Pointed Gourd,,,,,,,,,,,,,,,
153,67,54,5.9,32,63.5,75,55,Pointed Gourd,,,,,,,,,,,,,,,
242,57,55,6.3,34,62.8,70,87,Pointed Gourd,,,,,,,,,,,,,,,
301.5,47,55,6.1,29,58.1,64,110,Pointed Gourd,,,,,,,,,,,,,,,
161,40.5,56,6.1,29,56.3,77,69,Pointed Gourd,,,,,,,,,,,,,,,
150,46,28,6.1,31,55.8,61,109,Pointed Gourd,,,,,,,,,,,,,,,
240,42,36,6.1,33,60.8,62,108,Pointed Gourd,,,,,,,,,,,,,,,
300,38,44,6.1,26,60,77,89,Pointed Gourd,,,,,,,,,,,,,,,
161,40,55,6,25,56.3,71,90,Pointed Gourd,,,,,,,,,,,,,,,
155,45,27,6,29,60.4,64,119,Pointed Gourd,,,,,,,,,,,,,,,
255,39,33,6,34,62.2,74,88,Pointed Gourd,,,,,,,,,,,,,,,
325,33,39,6,29,57.4,62,86,Pointed Gourd,,,,,,,,,,,,,,,
164,33,48,6.3,32,64.1,63,116,Pointed Gourd,,,,,,,,,,,,,,,
153,48,31,5.9,25,56.5,64,118,Pointed Gourd,,,,,,,,,,,,,,,
248,48,45,6.1,25,63.7,63,101,Pointed Gourd,,,,,,,,,,,,,,,
313,48,59,5.9,28,62.7,65,87,Pointed Gourd,,,,,,,,,,,,,,,
149,54,76,6.3,33,56.2,66,96,Pointed Gourd,,,,,,,,,,,,,,,
154,47,30,6.1,26,56.4,79,92,Pointed Gourd,,,,,,,,,,,,,,,
244,44,37,5.9,29,57.6,78,100,Pointed Gourd,,,,,,,,,,,,,,,
310,40,45,6,30,59.5,77,84,Pointed Gourd,,,,,,,,,,,,,,,
169,42,57,6.1,31,58.2,79,111,Pointed Gourd,,,,,,,,,,,,,,,
158,46,28,6,32,63.5,66,101,Pointed Gourd,,,,,,,,,,,,,,,
260,41,34,6.3,31,55.3,67,65,Pointed Gourd,,,,,,,,,,,,,,,
330,35,41,6,30,56.5,76,101,Pointed Gourd,,,,,,,,,,,,,,,
156,36,50,6.1,28,57.6,77,120,Pointed Gourd,,,,,,,,,,,,,,,
155,49,32,6.2,31,58.9,61,57,Pointed Gourd,,,,,,,,,,,,,,,
250,49,47,6.2,34,63.6,62,65,Pointed Gourd,,,,,,,,,,,,,,,
315,50,61,6.3,34,60.9,65,76,Pointed Gourd,,,,,,,,,,,,,,,
149,55,78,5.9,26,56.9,66,69,Pointed Gourd,,,,,,,,,,,,,,,
152,46,28,6,32,58.3,62,54,Pointed Gourd,,,,,,,,,,,,,,,
245,43,36,6.2,30,56.3,79,118,Pointed Gourd,,,,,,,,,,,,,,,
305,39,45,6,28,56.4,69,55,Pointed Gourd,,,,,,,,,,,,,,,
148,41,55,6,35,61.6,69,104,Pointed Gourd,,,,,,,,,,,,,,,
156,47,29,6.1,32,58.3,74,102,Pointed Gourd,,,,,,,,,,,,,,,
248,46,38,6,29,59,71,61,Pointed Gourd,,,,,,,,,,,,,,,
312,44,47,6.1,32,61.4,69,62,Pointed Gourd,,,,,,,,,,,,,,,
159,48,59,6.3,26,63.5,62,79,Pointed Gourd,,,,,,,,,,,,,,,
157,45,28,6.3,34,58.7,62,63,Pointed Gourd,,,,,,,,,,,,,,,
258,40,35,6.2,26,64.5,78,57,Pointed Gourd,,,,,,,,,,,,,,,
324,34,40,6,34,58,61,108,Pointed Gourd,,,,,,,,,,,,,,,
159,35,48,6.3,27,62.5,67,102,Pointed Gourd,,,,,,,,,,,,,,,
153,48,31,5.9,31,59.8,74,104,Pointed Gourd,,,,,,,,,,,,,,,
248,49,45,6,35,63.3,73,84,Pointed Gourd,,,,,,,,,,,,,,,
313,49,60,6.3,26,62.3,65,85,Pointed Gourd,,,,,,,,,,,,,,,
157,54,76,6.2,26,59.4,79,72,Pointed Gourd,,,,,,,,,,,,,,,
152,67,54,6.3,33,58.9,61,71,Pointed Gourd,,,,,,,,,,,,,,,
243,57,56,6.2,33,63.6,74,50,Pointed Gourd,,,,,,,,,,,,,,,
302,46,56,6.1,32,64.1,70,110,Pointed Gourd,,,,,,,,,,,,,,,
175,41,57,6.1,30,62.4,68,99,Pointed Gourd,,,,,,,,,,,,,,,
149,46,29,6,33,62.6,78,84,Pointed Gourd,,,,,,,,,,,,,,,
239,43,37,6.1,35,64.1,77,64,Pointed Gourd,,,,,,,,,,,,,,,
298,38,44,5.9,35,63.5,76,115,Pointed Gourd,,,,,,,,,,,,,,,
160,41,55,6.3,29,62.8,67,59,Pointed Gourd,,,,,,,,,,,,,,,
154,46,28,6.1,35,58.1,64,120,Pointed Gourd,,,,,,,,,,,,,,,
255,38,34,6.1,35,56.3,66,71,Pointed Gourd,,,,,,,,,,,,,,,
328,32,40,6.1,29,55.8,76,71,Pointed Gourd,,,,,,,,,,,,,,,
149,33,49,6.1,25,60.8,67,80,Pointed Gourd,,,,,,,,,,,,,,,
150,48,31,6.1,35,60,73,84,Pointed Gourd,,,,,,,,,,,,,,,
247,48,45,6.1,30,60,66,89,Pointed Gourd,,,,,,,,,,,,,,,
311,47,59,6.1,34,60,80,78,Pointed Gourd,,,,,,,,,,,,,,,
160,55,76,6.1,34,60,70,56,Pointed Gourd,,,,,,,,,,,,,,,
159,68,55,6.5,33,75,68,95,Pointed Gourd,,,,,,,,,,,,,,,
240,56,55,6.5,30,75,70,103,Pointed Gourd,,,,,,,,,,,,,,,
305,48,55,6.5,25,75,60,66,Pointed Gourd,,,,,,,,,,,,,,,
160,41,56,6.5,34,75,63,75,Pointed Gourd,,,,,,,,,,,,,,,
153,47,29,6.1,25,60,64,80,Pointed Gourd,,,,,,,,,,,,,,,
244,43,36,6.1,34,60,76,100,Pointed Gourd,,,,,,,,,,,,,,,
310,39,45,6.1,30,60,68,114,Pointed Gourd,,,,,,,,,,,,,,,
160,41,55,6.1,28,60,69,103,Pointed Gourd,,,,,,,,,,,,,,,
154,47,28,6.5,30,75,66,66,Pointed Gourd,,,,,,,,,,,,,,,
254,39,34,6.5,30,75,80,93,Pointed Gourd,,,,,,,,,,,,,,,
326,34,41,6.5,35,75,63,58,Pointed Gourd,,,,,,,,,,,,,,,
157,33,49,6.5,30,75,79,103,Pointed Gourd,,,,,,,,,,,,,,,
151,48,31,6.1,33,60,77,118,Pointed Gourd,,,,,,,,,,,,,,,
248,49,46,6.1,35,60,70,114,Pointed Gourd,,,,,,,,,,,,,,,
314,49,60,6.1,29,60,62,95,Pointed Gourd,,,,,,,,,,,,,,,
149,54,77,6.1,33,60,69,58,Pointed Gourd,,,,,,,,,,,,,,,
150,67,54,6.1,33,60,60,79,Pointed Gourd,,,,,,,,,,,,,,,
243,58,55,6.1,31,60,75,93,Pointed Gourd,,,,,,,,,,,,,,,
303,47,55,6.1,26,60,72,54,Pointed Gourd,,,,,,,,,,,,,,,
162,40,56,6.1,34,60,74,52,Pointed Gourd,,,,,,,,,,,,,,,
153,67,54,6.5,25,75,65,104,Pointed Gourd,,,,,,,,,,,,,,,
242,57,55,6.5,35,75,80,54,Pointed Gourd,,,,,,,,,,,,,,,
301.5,47,55,6.5,32,75,70,99,Pointed Gourd,,,,,,,,,,,,,,,
156,40.5,56,6.5,27,75,66,91,Pointed Gourd,,,,,,,,,,,,,,,
150,46,28,6.1,34,60,72,101,Pointed Gourd,,,,,,,,,,,,,,,
240,42,36,6.1,27,60,62,106,Pointed Gourd,,,,,,,,,,,,,,,
300,38,44,6.1,35,60,74,67,Pointed Gourd,,,,,,,,,,,,,,,
146,40,55,6.1,30,60,80,83,Pointed Gourd,,,,,,,,,,,,,,,
155,45,27,6.1,32,60,67,99,Pointed Gourd,,,,,,,,,,,,,,,
255,39,33,6.1,30,60,71,82,Pointed Gourd,,,,,,,,,,,,,,,
325,33,39,6.1,30,60,64,110,Pointed Gourd,,,,,,,,,,,,,,,
165,33,48,6.1,27,60,76,52,Pointed Gourd,,,,,,,,,,,,,,,
153,48,31,6.1,33,60,78,71,Pointed Gourd,,,,,,,,,,,,,,,
248,48,45,6.1,35,60,64,102,Pointed Gourd,,,,,,,,,,,,,,,
313,48,59,6.1,30,60,71,118,Pointed Gourd,,,,,,,,,,,,,,,
148,54,76,6.1,34,60,64,75,Pointed Gourd,,,,,,,,,,,,,,,
154,47,30,6.5,32,75,67,83,Pointed Gourd,,,,,,,,,,,,,,,
244,44,37,6.5,31,75,76,114,Pointed Gourd,,,,,,,,,,,,,,,
310,40,45,6.5,27,75,74,113,Pointed Gourd,,,,,,,,,,,,,,,
173,42,57,6.5,27,75,62,71,Pointed Gourd,,,,,,,,,,,,,,,
158,46,28,6.1,26,60,65,73,Pointed Gourd,,,,,,,,,,,,,,,
260,41,34,6.1,29,60,69,112,Pointed Gourd,,,,,,,,,,,,,,,
330,35,41,6.1,29,60,78,66,Pointed Gourd,,,,,,,,,,,,,,,
161,36,50,6.1,33,60,61,98,Pointed Gourd,,,,,,,,,,,,,,,
155,49,32,6.1,35,60,74,77,Pointed Gourd,,,,,,,,,,,,,,,
250,49,47,6.1,32,60,70,90,Pointed Gourd,,,,,,,,,,,,,,,
163,47,44,6.2,17,72.5,80,54,Potato,,,,,,,,,,,,,,,
172,46,83,6,25,73.9,83,41,Potato,,,,,,,,,,,,,,,
363,44,122,6.2,18,76.8,89,49,Potato,,,,,,,,,,,,,,,
258,48,164,6,25,68.5,89,40,Potato,,,,,,,,,,,,,,,
163,47,41,6.3,15,77.4,83,57,Potato,,,,,,,,,,,,,,,
175,46,76,6.3,23,77.5,90,50,Potato,,,,,,,,,,,,,,,
363,44,110,6.3,19,77.3,86,44,Potato,,,,,,,,,,,,,,,
217,48,147,6.1,19,74.5,83,43,Potato,,,,,,,,,,,,,,,
156,46,35,6.1,18,70.9,88,57,Potato,,,,,,,,,,,,,,,
163,41,58,6.3,22,75,83,54,Potato,,,,,,,,,,,,,,,
331,36,80,6.1,24,70.1,86,49,Potato,,,,,,,,,,,,,,,
246,37,105,6.1,18,71.3,90,48,Potato,,,,,,,,,,,,,,,
156,49,37,6.3,24,74.1,83,46,Potato,,,,,,,,,,,,,,,
146,52,65,6.2,24,72.9,90,55,Potato,,,,,,,,,,,,,,,
328,54,92,6.4,18,70.8,87,60,Potato,,,,,,,,,,,,,,,
180.5,62,122,6.1,22,76.4,84,53,Potato,,,,,,,,,,,,,,,
163,47,44,6.2,18,75.8,80,57,Potato,,,,,,,,,,,,,,,
164,46,83,6.3,18,77.3,87,55,Potato,,,,,,,,,,,,,,,
363,44,122,6,20,74.2,83,44,Potato,,,,,,,,,,,,,,,
233,48,164,6,24,69.5,86,45,Potato,,,,,,,,,,,,,,,
163,47,44,6.1,20,74,86,46,Potato,,,,,,,,,,,,,,,
176,45,83,6.3,20,69.5,82,47,Potato,,,,,,,,,,,,,,,
363,43,122,6.2,24,71.5,88,49,Potato,,,,,,,,,,,,,,,
198.5,47,164,6,15,74.7,87,57,Potato,,,,,,,,,,,,,,,
158,50,39,6.1,24,70.9,80,56,Potato,,,,,,,,,,,,,,,
150,53,68,6.2,19,69.8,83,60,Potato,,,,,,,,,,,,,,,
338,56,97,6.3,20,71.6,84,52,Potato,,,,,,,,,,,,,,,
273,65,134,6.1,18,73.6,81,57,Potato,,,,,,,,,,,,,,,
166,68,70,6.3,25,69.6,83,60,Potato,,,,,,,,,,,,,,,
148,60,102,6.2,24,69.5,87,48,Potato,,,,,,,,,,,,,,,
364.5,52,133,6.4,24,71.2,88,48,Potato,,,,,,,,,,,,,,,
277,47.5,165,6.2,23,69.2,87,51,Potato,,,,,,,,,,,,,,,
161,71,65,6.3,22,75.7,90,42,Potato,,,,,,,,,,,,,,,
163,68,79,6.4,24,72.8,89,46,Potato,,,,,,,,,,,,,,,
339.5,65,108,6.2,22,69.8,83,59,Potato,,,,,,,,,,,,,,,
286,65.5,135,6.2,24,70,83,51,Potato,,,,,,,,,,,,,,,
153,47,41,6.2,23,68.2,80,55,Potato,,,,,,,,,,,,,,,
160,34,29,6.1,24,72.5,90,44,Potato,,,,,,,,,,,,,,,
299,29,52,6,21,67.9,82,45,Potato,,,,,,,,,,,,,,,
279,30,77,6,20,75.6,82,55,Potato,,,,,,,,,,,,,,,
370,78,129,6.2,15,75.5,85,44,Potato,,,,,,,,,,,,,,,
153,70,115,6.1,24,72.9,85,41,Potato,,,,,,,,,,,,,,,
220,72,101,6.2,17,69.3,82,60,Potato,,,,,,,,,,,,,,,
163,47,44,6.1,17,67.5,90,46,Potato,,,,,,,,,,,,,,,
278,45,83,6.2,16,77.2,83,54,Potato,,,,,,,,,,,,,,,
153,43,122,6.3,25,69.7,82,48,Potato,,,,,,,,,,,,,,,
295,47,164,6.2,16,76.4,87,44,Potato,,,,,,,,,,,,,,,
158,50,39,6.1,22,76.3,81,59,Potato,,,,,,,,,,,,,,,
263,53,60,6.2,16,75.4,80,50,Potato,,,,,,,,,,,,,,,
154,56,97,6.1,17,76.5,81,57,Potato,,,,,,,,,,,,,,,
206,65,134,6.1,19,72.7,80,41,Potato,,,,,,,,,,,,,,,
160,49,40,6.2,19,67.9,85,49,Potato,,,,,,,,,,,,,,,
268,50,69,6.3,15,71.7,89,57,Potato,,,,,,,,,,,,,,,
153,55,98,6.1,20,75.9,82,45,Potato,,,,,,,,,,,,,,,
229.3,63,136,6.1,17,68.6,86,46,Potato,,,,,,,,,,,,,,,
168,69,73,6.4,17,75,84,51,Potato,,,,,,,,,,,,,,,
283,62,104,6.4,25,74.6,85,51,Potato,,,,,,,,,,,,,,,
165,53,136,6.4,15,73.9,86,55,Potato,,,,,,,,,,,,,,,
222.7,48,168,6.2,21,68.4,82,44,Potato,,,,,,,,,,,,,,,
164,72,66,6.1,25,72,89,60,Potato,,,,,,,,,,,,,,,
267,67,80,6,21,67.9,87,47,Potato,,,,,,,,,,,,,,,
166,63,110,6.3,16,68.2,84,55,Potato,,,,,,,,,,,,,,,
176,64,134,6.3,16,76.7,80,48,Potato,,,,,,,,,,,,,,,
154,48,42,6.3,21,70.5,80,57,Potato,,,,,,,,,,,,,,,
227,35,30,6,15,71.4,87,44,Potato,,,,,,,,,,,,,,,
147,30,53,6.3,16,75.4,83,50,Potato,,,,,,,,,,,,,,,
200,31,78,6.2,16,76.1,87,43,Potato,,,,,,,,,,,,,,,
372,79,130,6,20,69,80,40,Potato,,,,,,,,,,,,,,,
309,71,114,6.3,23,72.4,80,58,Potato,,,,,,,,,,,,,,,
155,73,102,6,23,72.8,86,52,Potato,,,,,,,,,,,,,,,
165,47,43,6.2,24,71.9,80,55,Potato,,,,,,,,,,,,,,,
279,47,82,6.1,21,71.9,89,49,Potato,,,,,,,,,,,,,,,
364,45,121,6,23,72.3,89,58,Potato,,,,,,,,,,,,,,,
158,49,165,6.4,22,74.4,88,46,Potato,,,,,,,,,,,,,,,
159,49,38,6.2,16,70,83,42,Potato,,,,,,,,,,,,,,,
265,54,64,6,18,68.5,81,40,Potato,,,,,,,,,,,,,,,
339,58,96,6,17,70.8,89,57,Potato,,,,,,,,,,,,,,,
168,66,133,6.4,24,74.6,86,58,Potato,,,,,,,,,,,,,,,
170,68,71,6.1,25,71,81,58,Potato,,,,,,,,,,,,,,,
281,61,100,6.4,23,71.9,82,51,Potato,,,,,,,,,,,,,,,
366,55,128,6.1,17,72.5,85,54,Potato,,,,,,,,,,,,,,,
154,47,160,6,17,67.9,81,56,Potato,,,,,,,,,,,,,,,
162,71,64,6,24,75.6,81,44,Potato,,,,,,,,,,,,,,,
270,66,82,6.2,15,75.5,90,54,Potato,,,,,,,,,,,,,,,
338,64,109,6.1,20,72.9,84,55,Potato,,,,,,,,,,,,,,,
148,66,132,6.2,16,69.3,88,40,Potato,,,,,,,,,,,,,,,
152,47,40,6.1,21,67.5,80,57,Potato,,,,,,,,,,,,,,,
230,33,28,6.2,18,77.2,82,41,Potato,,,,,,,,,,,,,,,
298,28,50,6.3,25,69.7,85,48,Potato,,,,,,,,,,,,,,,
150,29,74,6.2,16,76.4,86,47,Potato,,,,,,,,,,,,,,,
369,77,128,6.1,19,76.3,82,55,Potato,,,,,,,,,,,,,,,
309,69,113,6.2,17,75.4,81,49,Potato,,,,,,,,,,,,,,,
222,71,98,6.1,25,76.5,89,40,Potato,,,,,,,,,,,,,,,
152,47,45,6.1,21,72.7,89,60,Potato,,,,,,,,,,,,,,,
278,46,84,6.2,20,67.9,82,48,Potato,,,,,,,,,,,,,,,
360,44,120,6.3,20,71.7,85,57,Potato,,,,,,,,,,,,,,,
239.4,48,162,6.1,20,75.9,80,60,Potato,,,,,,,,,,,,,,,
156,49,39,6.1,20,68.6,85,40,Potato,,,,,,,,,,,,,,,
267,52,67,6.4,24,75,81,45,Potato,,,,,,,,,,,,,,,
336,54,94,6.4,17,74.6,81,42,Potato,,,,,,,,,,,,,,,
177,62,128,6.2,22,72.5,81,49,Potato,,,,,,,,,,,,,,,
168,69,72,6,21,73.9,80,50,Potato,,,,,,,,,,,,,,,
279,60,105,6.2,16,76.8,81,59,Potato,,,,,,,,,,,,,,,
365,52,131,6,25,68.5,89,44,Potato,,,,,,,,,,,,,,,
283,48,163,6.3,18,77.4,85,49,Potato,,,,,,,,,,,,,,,
160,70,66,6.3,17,77.5,90,42,Potato,,,,,,,,,,,,,,,
269,67,81,6.3,15,77.3,82,40,Potato,,,,,,,,,,,,,,,
337,63,109,6.1,16,74.5,85,43,Potato,,,,,,,,,,,,,,,
300,66,137,6.1,23,70.9,81,50,Potato,,,,,,,,,,,,,,,
165,47,42,6.3,16,75,85,59,Potato,,,,,,,,,,,,,,,
228,36,31,6.1,24,70.1,82,49,Potato,,,,,,,,,,,,,,,
296,30,54,6.1,24,71.3,80,44,Potato,,,,,,,,,,,,,,,
269,31,75,6.3,17,74.1,90,51,Potato,,,,,,,,,,,,,,,
174,77,126,6.2,19,72.9,80,52,Potato,,,,,,,,,,,,,,,
311,71,117,6.4,17,70.8,90,60,Potato,,,,,,,,,,,,,,,
219,74,99,6.1,20,76.4,85,52,Potato,,,,,,,,,,,,,,,
162,48,43,6.2,18,75.8,84,47,Potato,,,,,,,,,,,,,,,
169,46,85,6.3,18,77.3,81,47,Potato,,,,,,,,,,,,,,,
361,45,124,6,23,74.2,87,41,Potato,,,,,,,,,,,,,,,
206,48,167,6,25,69.5,90,53,Potato,,,,,,,,,,,,,,,
156,50,40,6.1,17,74,85,53,Potato,,,,,,,,,,,,,,,
149,54,65,6.3,19,69.5,90,58,Potato,,,,,,,,,,,,,,,
335,56,93,6.2,15,71.5,86,43,Potato,,,,,,,,,,,,,,,
198,64,127,6,16,74.7,90,40,Potato,,,,,,,,,,,,,,,
168,68,71,6.1,15,70.9,88,41,Potato,,,,,,,,,,,,,,,
169,61,103,6.2,17,69.8,90,47,Potato,,,,,,,,,,,,,,,
369,53,134,6.3,22,71.6,82,59,Potato,,,,,,,,,,,,,,,
248,49,162,6.1,22,73.6,80,53,Potato,,,,,,,,,,,,,,,
162,71,67,6.3,23,69.6,90,53,Potato,,,,,,,,,,,,,,,
154,68,78,6.2,15,69.5,86,53,Potato,,,,,,,,,,,,,,,
342,64,112,6.4,16,71.2,83,44,Potato,,,,,,,,,,,,,,,
188,67,133,6.2,25,69.2,81,55,Potato,,,,,,,,,,,,,,,
164,47,45,6.3,17,75.7,90,40,Potato,,,,,,,,,,,,,,,
147,46,84,6.4,20,72.8,81,58,Potato,,,,,,,,,,,,,,,
360,44,120,6.2,16,69.8,88,53,Potato,,,,,,,,,,,,,,,
289,48,162,6.2,18,70,87,57,Potato,,,,,,,,,,,,,,,
157,49,39,6.2,23,68.2,81,52,Potato,,,,,,,,,,,,,,,
160,52,67,6.1,20,72.5,83,56,Potato,,,,,,,,,,,,,,,
336,54,94,6,24,67.9,85,49,Potato,,,,,,,,,,,,,,,
288,62,128,6,18,75.6,85,59,Potato,,,,,,,,,,,,,,,
167,69,72,6.2,15,75.5,80,44,Potato,,,,,,,,,,,,,,,
167,60,105,6.1,20,72.9,83,56,Potato,,,,,,,,,,,,,,,
365,52,131,6.2,24,69.3,85,60,Potato,,,,,,,,,,,,,,,
269,48,163,6.1,20,67.5,88,41,Potato,,,,,,,,,,,,,,,
160,70,66,6.2,25,77.2,88,49,Potato,,,,,,,,,,,,,,,
175,67,81,6.3,21,69.7,81,44,Potato,,,,,,,,,,,,,,,
337,63,109,6.2,15,76.4,82,52,Potato,,,,,,,,,,,,,,,
197,66,137,6.1,21,76.3,85,53,Potato,,,,,,,,,,,,,,,
155,47,42,6.2,25,75.4,88,54,Potato,,,,,,,,,,,,,,,
165,36,31,6.1,21,76.5,89,40,Potato,,,,,,,,,,,,,,,
143,47,27,5.5,19,70,28,103,Pulse,,,,,,,,,,,,,,,
220,44,32,5.6,26,67.8,29,119,Pulse,,,,,,,,,,,,,,,
266,41,37,5.4,21,66.5,27,60,Pulse,,,,,,,,,,,,,,,
148,44,45,5.6,19,74.8,22,101,Pulse,,,,,,,,,,,,,,,
142,45,24,5.6,30,70.7,20,63,Pulse,,,,,,,,,,,,,,,
217,40,25,5.4,16,72.8,20,68,Pulse,,,,,,,,,,,,,,,
261,34,25,5.5,15,67.8,30,82,Pulse,,,,,,,,,,,,,,,
146,34,28,5.4,30,71.7,26,87,Pulse,,,,,,,,,,,,,,,
143,47,29,5.7,26,68.8,28,115,Pulse,,,,,,,,,,,,,,,
220,44,40,5.7,16,73.5,26,115,Pulse,,,,,,,,,,,,,,,
266,41,50,5.4,17,72,24,89,Pulse,,,,,,,,,,,,,,,
169,44,63,5.3,15,70,27,120,Pulse,,,,,,,,,,,,,,,
142,45,27,5.7,22,71.1,30,95,Pulse,,,,,,,,,,,,,,,
217,40,32,5.6,22,71.3,21,101,Pulse,,,,,,,,,,,,,,,
261,34,37,5.7,24,73.3,20,67,Pulse,,,,,,,,,,,,,,,
170,34,45,5.4,17,67.4,21,84,Pulse,,,,,,,,,,,,,,,
143,44,24,5.3,28,69.9,24,104,Pulse,,,,,,,,,,,,,,,
218,37,23,5.3,26,67.4,22,116,Pulse,,,,,,,,,,,,,,,
263,29,22,5.5,21,74.4,28,90,Pulse,,,,,,,,,,,,,,,
153,27,24,5.6,18,71.3,21,75,Pulse,,,,,,,,,,,,,,,
143,46,26,5.4,27,70.9,27,118,Pulse,,,,,,,,,,,,,,,
219,42,30,5.3,23,72.8,25,118,Pulse,,,,,,,,,,,,,,,
265,38,34,5.6,24,72.8,30,71,Pulse,,,,,,,,,,,,,,,
158,40,41,5.3,17,69.6,27,82,Pulse,,,,,,,,,,,,,,,
146,46,29,5.5,26,74.9,22,63,Pulse,,,,,,,,,,,,,,,
227,42,38,5.6,30,74.8,21,78,Pulse,,,,,,,,,,,,,,,
278,38,47,5.6,25,67.4,26,68,Pulse,,,,,,,,,,,,,,,
175,40,59,5.7,29,66.8,27,97,Pulse,,,,,,,,,,,,,,,
143,45,24,5.4,23,74.2,25,106,Pulse,,,,,,,,,,,,,,,
219,38,24,5.4,19,73,29,104,Pulse,,,,,,,,,,,,,,,
265,31,24,5.6,15,67.6,28,69,Pulse,,,,,,,,,,,,,,,
159,30,27,5.5,30,72.3,25,116,Pulse,,,,,,,,,,,,,,,
143,45,24,5.4,19,65.2,26,68,Pulse,,,,,,,,,,,,,,,
218,38,24,5.5,19,69.2,24,114,Pulse,,,,,,,,,,,,,,,
263,31,24,5.7,15,72.5,27,101,Pulse,,,,,,,,,,,,,,,
153,30,27,5.7,29,70.2,27,87,Pulse,,,,,,,,,,,,,,,
143,45,24,5.4,29,65.7,30,67,Pulse,,,,,,,,,,,,,,,
218,38,25,5.5,28,73.5,23,82,Pulse,,,,,,,,,,,,,,,
263,31,25,5.6,27,70.9,22,78,Pulse,,,,,,,,,,,,,,,
172,30,28,5.5,23,72.6,24,60,Pulse,,,,,,,,,,,,,,,
148,46,26,5.6,16,73.6,22,64,Pulse,,,,,,,,,,,,,,,
234,42,30,5.7,21,74.1,30,92,Pulse,,,,,,,,,,,,,,,
290,38,34,5.4,24,74.4,30,113,Pulse,,,,,,,,,,,,,,,
157,40,41,5.6,15,74.2,29,64,Pulse,,,,,,,,,,,,,,,
146,67,52,5.3,27,70.7,21,83,Pulse,,,,,,,,,,,,,,,
